Wavelength,FluxDens1,FluxDens2,r_a,r_b,T_r,N_r,pix,res,dis,,,,,,,,
4.3694,3.49E-20,2.22E-10,,,,,,,,,,,,,,,
4.36942,3.90E-20,2.48E-10,,,,,,,,,,,,,,,
4.36944,5.38E-20,3.42E-10,,,,,,,,,,,,,,,
4.36946,8.27E-20,5.27E-10,,,,,,,,,,,,,,,
4.36948,1.32E-19,8.42E-10,,,,,,,,,,,,,,,
4.3695,2.13E-19,1.36E-09,,,,,,,,,,,,,,,
4.36952,3.41E-19,2.17E-09,,,,,,,,,,,,,,,
4.36954,5.41E-19,3.45E-09,,,,,,,,,,,,,,,
4.36956,8.49E-19,5.41E-09,,,,,,,,,,,,,,,
4.36958,1.32E-18,8.40E-09,,,,,,,,,,,,,,,
4.3696,2.02E-18,1.29E-08,,,,,,,,,,,,,,,
4.36962,3.07E-18,1.95E-08,,,,,,,,,,,,,,,
4.36964,4.60E-18,2.93E-08,,,,,,,,,,,,,,,
4.36966,6.82E-18,4.34E-08,,,,,,,,,,,,,,,
4.36968,9.99E-18,6.36E-08,,,,,,,,,,,,,,,
4.3697,1.45E-17,9.21E-08,,,,,,,,,,,,,,,
4.36972,2.07E-17,1.32E-07,,,,,,,,,,,,,,,
4.36974,2.93E-17,1.87E-07,,,,,,,,,,,,,,,
4.36976,4.10E-17,2.61E-07,,,,,,,,,,,,,,,
4.36978,5.67E-17,3.61E-07,,,,,,,,,,,,,,,
4.3698,7.75E-17,4.93E-07,,,,,,,,,,,,,,,
4.36982,1.05E-16,6.67E-07,,,,,,,,,,,,,,,
4.36984,1.40E-16,8.91E-07,,,,,,,,,,,,,,,
4.36986,1.85E-16,1.18E-06,,,,,,,,,,,,,,,
4.36988,2.42E-16,1.54E-06,,,,,,,,,,,,,,,
4.3699,3.13E-16,1.99E-06,,,,,,,,,,,,,,,
4.36992,4.01E-16,2.55E-06,,,,,,,,,,,,,,,
4.36994,5.08E-16,3.24E-06,,,,,,,,,,,,,,,
4.36996,6.40E-16,4.07E-06,,,,,,,,,,,,,,,
4.36998,7.98E-16,5.09E-06,,,,,,,,,,,,,,,
4.37,9.91E-16,6.31E-06,,,,,,,,,,,,,,,
4.37002,1.23E-15,7.80E-06,,,,,,,,,,,,,,,
4.37004,1.51E-15,9.64E-06,,,,,,,,,,,,,,,
4.37006,1.87E-15,1.19E-05,,,,,,,,,,,,,,,
4.37008,2.33E-15,1.48E-05,,,,,,,,,,,,,,,
4.3701,2.93E-15,1.87E-05,,,,,,,,,,,,,,,
4.37012,3.73E-15,2.38E-05,,,,,,,,,,,,,,,
4.37014,4.83E-15,3.08E-05,,,,,,,,,,,,,,,
4.37016,6.38E-15,4.06E-05,,,,,,,,,,,,,,,
4.37018,8.58E-15,5.47E-05,,,,,,,,,,,,,,,
4.3702,1.17E-14,7.48E-05,,,,,,,,,,,,,,,
4.37022,1.63E-14,1.04E-04,,,,,,,,,,,,,,,
4.37024,2.28E-14,1.45E-04,,,,,,,,,,,,,,,
4.37026,3.21E-14,2.04E-04,,,,,,,,,,,,,,,
4.37028,4.53E-14,2.88E-04,,,,,,,,,,,,,,,
4.3703,6.38E-14,4.07E-04,,,,,,,,,,,,,,,
4.37032,8.96E-14,5.71E-04,,,,,,,,,,,,,,,
4.37034,1.25E-13,7.97E-04,,,,,,,,,,,,,,,
4.37036,1.73E-13,1.10E-03,,,,,,,,,,,,,,,
4.37038,2.38E-13,1.52E-03,,,,,,,,,,,,,,,
4.3704,3.24E-13,2.06E-03,,,,,,,,,,,,,,,
4.37042,4.36E-13,2.78E-03,,,,,,,,,,,,,,,
4.37044,5.81E-13,3.70E-03,,,,,,,,,,,,,,,
4.37046,7.66E-13,4.88E-03,,,,,,,,,,,,,,,
4.37048,9.99E-13,6.37E-03,,,,,,,,,,,,,,,
4.3705,1.29E-12,8.21E-03,,,,,,,,,,,,,,,
4.37052,1.64E-12,1.05E-02,,,,,,,,,,,,,,,
4.37054,2.07E-12,1.32E-02,,,,,,,,,,,,,,,
4.37056,2.58E-12,1.64E-02,,,,,,,,,,,,,,,
4.37058,3.17E-12,2.02E-02,,,,,,,,,,,,,,,
4.3706,3.86E-12,2.46E-02,,,,,,,,,,,,,,,
4.37062,4.65E-12,2.96E-02,,,,,,,,,,,,,,,
4.37064,5.53E-12,3.53E-02,,,,,,,,,,,,,,,
4.37066,6.51E-12,4.15E-02,,,,,,,,,,,,,,,
4.37068,7.56E-12,4.82E-02,,,,,,,,,,,,,,,
4.3707,8.69E-12,5.54E-02,,,,,,,,,,,,,,,
4.37072,9.87E-12,6.29E-02,,,,,,,,,,,,,,,
4.37074,1.11E-11,7.06E-02,,,,,,,,,,,,,,,
4.37076,1.23E-11,7.83E-02,,,,,,,,,,,,,,,
4.37078,1.35E-11,8.59E-02,,,,,,,,,,,,,,,
4.3708,1.46E-11,9.31E-02,,,,,,,,,,,,,,,
4.37082,1.57E-11,9.98E-02,,,,,,,,,,,,,,,
4.37084,1.66E-11,1.06E-01,,,,,,,,,,,,,,,
4.37086,1.74E-11,1.11E-01,,,,,,,,,,,,,,,
4.37088,1.80E-11,1.15E-01,,,,,,,,,,,,,,,
4.3709,1.84E-11,1.17E-01,,,,,,,,,,,,,,,
4.37092,1.86E-11,1.18E-01,,,,,,,,,,,,,,,
4.37094,1.86E-11,1.18E-01,,,,,,,,,,,,,,,
4.37096,1.84E-11,1.17E-01,,,,,,,,,,,,,,,
4.37098,1.79E-11,1.14E-01,,,,,,,,,,,,,,,
4.371,1.73E-11,1.10E-01,,,,,,,,,,,,,,,
4.37102,1.65E-11,1.05E-01,,,,,,,,,,,,,,,
4.37104,1.56E-11,9.92E-02,,,,,,,,,,,,,,,
4.37106,1.45E-11,9.25E-02,,,,,,,,,,,,,,,
4.37108,1.34E-11,8.52E-02,,,,,,,,,,,,,,,
4.3711,1.22E-11,7.76E-02,,,,,,,,,,,,,,,
4.37112,1.10E-11,6.99E-02,,,,,,,,,,,,,,,
4.37114,9.76E-12,6.22E-02,,,,,,,,,,,,,,,
4.37116,8.59E-12,5.47E-02,,,,,,,,,,,,,,,
4.37118,7.47E-12,4.76E-02,,,,,,,,,,,,,,,
4.3712,6.42E-12,4.09E-02,,,,,,,,,,,,,,,
4.37122,5.45E-12,3.48E-02,,,,,,,,,,,,,,,
4.37124,4.58E-12,2.92E-02,,,,,,,,,,,,,,,
4.37126,3.80E-12,2.42E-02,,,,,,,,,,,,,,,
4.37128,3.12E-12,1.99E-02,,,,,,,,,,,,,,,
4.3713,2.53E-12,1.61E-02,,,,,,,,,,,,,,,
4.37132,2.03E-12,1.29E-02,,,,,,,,,,,,,,,
4.37134,1.61E-12,1.02E-02,,,,,,,,,,,,,,,
4.37136,1.26E-12,8.02E-03,,,,,,,,,,,,,,,
4.37138,9.75E-13,6.21E-03,,,,,,,,,,,,,,,
4.3714,7.46E-13,4.75E-03,,,,,,,,,,,,,,,
4.37142,5.64E-13,3.60E-03,,,,,,,,,,,,,,,
4.37144,4.22E-13,2.69E-03,,,,,,,,,,,,,,,
4.37146,3.12E-13,1.99E-03,,,,,,,,,,,,,,,
4.37148,2.28E-13,1.45E-03,,,,,,,,,,,,,,,
4.3715,1.65E-13,1.05E-03,,,,,,,,,,,,,,,
4.37152,1.17E-13,7.49E-04,,,,,,,,,,,,,,,
4.37154,8.29E-14,5.28E-04,,,,,,,,,,,,,,,
4.37156,5.78E-14,3.69E-04,,,,,,,,,,,,,,,
4.37158,3.99E-14,2.54E-04,,,,,,,,,,,,,,,
4.3716,2.72E-14,1.73E-04,,,,,,,,,,,,,,,
4.37162,1.83E-14,1.17E-04,,,,,,,,,,,,,,,
4.37164,1.22E-14,7.78E-05,,,,,,,,,,,,,,,
4.37166,8.06E-15,5.14E-05,,,,,,,,,,,,,,,
4.37168,5.27E-15,3.36E-05,,,,,,,,,,,,,,,
4.3717,3.43E-15,2.19E-05,,,,,,,,,,,,,,,
4.37172,2.23E-15,1.42E-05,,,,,,,,,,,,,,,
4.37174,1.48E-15,9.41E-06,,,,,,,,,,,,,,,
4.37176,1.01E-15,6.47E-06,,,,,,,,,,,,,,,
4.37178,7.52E-16,4.80E-06,,,,,,,,,,,,,,,
4.3718,6.26E-16,3.99E-06,,,,,,,,,,,,,,,
4.37182,5.94E-16,3.79E-06,,,,,,,,,,,,,,,
4.37184,6.32E-16,4.03E-06,,,,,,,,,,,,,,,
4.37186,7.24E-16,4.62E-06,,,,,,,,,,,,,,,
4.37188,8.61E-16,5.49E-06,,,,,,,,,,,,,,,
4.3719,1.04E-15,6.62E-06,,,,,,,,,,,,,,,
4.37192,1.25E-15,7.99E-06,,,,,,,,,,,,,,,
4.37194,1.50E-15,9.58E-06,,,,,,,,,,,,,,,
4.37196,1.79E-15,1.14E-05,,,,,,,,,,,,,,,
4.37198,2.10E-15,1.34E-05,,,,,,,,,,,,,,,
4.372,2.45E-15,1.56E-05,,,,,,,,,,,,,,,
4.37202,2.82E-15,1.80E-05,,,,,,,,,,,,,,,
4.37204,3.21E-15,2.05E-05,,,,,,,,,,,,,,,
4.37206,3.61E-15,2.30E-05,,,,,,,,,,,,,,,
4.37208,4.02E-15,2.56E-05,,,,,,,,,,,,,,,
4.3721,4.42E-15,2.82E-05,,,,,,,,,,,,,,,
4.37212,4.80E-15,3.06E-05,,,,,,,,,,,,,,,
4.37214,5.15E-15,3.29E-05,,,,,,,,,,,,,,,
4.37216,5.47E-15,3.49E-05,,,,,,,,,,,,,,,
4.37218,5.74E-15,3.66E-05,,,,,,,,,,,,,,,
4.3722,5.95E-15,3.80E-05,,,,,,,,,,,,,,,
4.37222,6.11E-15,3.89E-05,,,,,,,,,,,,,,,
4.37224,6.19E-15,3.95E-05,,,,,,,,,,,,,,,
4.37226,6.20E-15,3.95E-05,,,,,,,,,,,,,,,
4.37228,6.14E-15,3.91E-05,,,,,,,,,,,,,,,
4.3723,6.01E-15,3.83E-05,,,,,,,,,,,,,,,
4.37232,5.81E-15,3.71E-05,,,,,,,,,,,,,,,
4.37234,5.56E-15,3.55E-05,,,,,,,,,,,,,,,
4.37236,5.26E-15,3.35E-05,,,,,,,,,,,,,,,
4.37238,4.91E-15,3.13E-05,,,,,,,,,,,,,,,
4.3724,4.54E-15,2.89E-05,,,,,,,,,,,,,,,
4.37242,4.14E-15,2.64E-05,,,,,,,,,,,,,,,
4.37244,3.74E-15,2.38E-05,,,,,,,,,,,,,,,
4.37246,3.34E-15,2.13E-05,,,,,,,,,,,,,,,
4.37248,2.94E-15,1.88E-05,,,,,,,,,,,,,,,
4.3725,2.56E-15,1.63E-05,,,,,,,,,,,,,,,
4.37252,2.21E-15,1.41E-05,,,,,,,,,,,,,,,
4.37254,1.88E-15,1.20E-05,,,,,,,,,,,,,,,
4.37256,1.58E-15,1.01E-05,,,,,,,,,,,,,,,
4.37258,1.32E-15,8.40E-06,,,,,,,,,,,,,,,
4.3726,1.08E-15,6.91E-06,,,,,,,,,,,,,,,
4.37262,8.81E-16,5.62E-06,,,,,,,,,,,,,,,
4.37264,7.08E-16,4.52E-06,,,,,,,,,,,,,,,
4.37266,5.62E-16,3.59E-06,,,,,,,,,,,,,,,
4.37268,4.42E-16,2.82E-06,,,,,,,,,,,,,,,
4.3727,3.43E-16,2.19E-06,,,,,,,,,,,,,,,
4.37272,2.63E-16,1.68E-06,,,,,,,,,,,,,,,
4.37274,1.99E-16,1.27E-06,,,,,,,,,,,,,,,
4.37276,1.50E-16,9.54E-07,,,,,,,,,,,,,,,
4.37278,1.11E-16,7.07E-07,,,,,,,,,,,,,,,
4.3728,8.12E-17,5.18E-07,,,,,,,,,,,,,,,
4.37282,5.88E-17,3.75E-07,,,,,,,,,,,,,,,
4.37284,4.21E-17,2.68E-07,,,,,,,,,,,,,,,
4.37286,2.97E-17,1.90E-07,,,,,,,,,,,,,,,
4.37288,2.08E-17,1.33E-07,,,,,,,,,,,,,,,
4.3729,1.44E-17,9.17E-08,,,,,,,,,,,,,,,
4.37292,9.82E-18,6.27E-08,,,,,,,,,,,,,,,
4.37294,6.63E-18,4.23E-08,,,,,,,,,,,,,,,
4.37296,4.43E-18,2.83E-08,,,,,,,,,,,,,,,
4.37298,2.92E-18,1.86E-08,,,,,,,,,,,,,,,
4.373,1.91E-18,1.22E-08,,,,,,,,,,,,,,,
4.37302,1.23E-18,7.84E-09,,,,,,,,,,,,,,,
4.37304,7.83E-19,5.00E-09,,,,,,,,,,,,,,,
4.37306,4.94E-19,3.15E-09,,,,,,,,,,,,,,,
4.37308,3.07E-19,1.96E-09,,,,,,,,,,,,,,,
4.3731,1.89E-19,1.21E-09,,,,,,,,,,,,,,,
4.37312,1.15E-19,7.35E-10,,,,,,,,,,,,,,,
4.37314,6.93E-20,4.42E-10,,,,,,,,,,,,,,,
4.37316,4.13E-20,2.64E-10,,,,,,,,,,,,,,,
4.37318,2.45E-20,1.56E-10,,,,,,,,,,,,,,,
4.3732,1.47E-20,9.37E-11,,,,,,,,,,,,,,,
4.37322,9.23E-21,5.89E-11,,,,,,,,,,,,,,,
4.37324,6.71E-21,4.28E-11,,,,,,,,,,,,,,,
4.37326,6.44E-21,4.11E-11,,,,,,,,,,,,,,,
4.37328,8.38E-21,5.35E-11,,,,,,,,,,,,,,,
4.3733,1.32E-20,8.40E-11,,,,,,,,,,,,,,,
4.37332,2.22E-20,1.42E-10,,,,,,,,,,,,,,,
4.37334,3.83E-20,2.45E-10,,,,,,,,,,,,,,,
4.37336,6.61E-20,4.22E-10,,,,,,,,,,,,,,,
4.37338,1.13E-19,7.23E-10,,,,,,,,,,,,,,,
4.3734,1.93E-19,1.23E-09,,,,,,,,,,,,,,,
4.37342,3.26E-19,2.08E-09,,,,,,,,,,,,,,,
4.37344,5.47E-19,3.49E-09,,,,,,,,,,,,,,,
4.37346,9.14E-19,5.83E-09,,,,,,,,,,,,,,,
4.37348,1.52E-18,9.68E-09,,,,,,,,,,,,,,,
4.3735,2.51E-18,1.60E-08,,,,,,,,,,,,,,,
4.37352,4.12E-18,2.63E-08,,,,,,,,,,,,,,,
4.37354,6.76E-18,4.31E-08,,,,,,,,,,,,,,,
4.37356,1.10E-17,7.05E-08,,,,,,,,,,,,,,,
4.37358,1.80E-17,1.15E-07,,,,,,,,,,,,,,,
4.3736,2.92E-17,1.87E-07,,,,,,,,,,,,,,,
4.37362,4.74E-17,3.02E-07,,,,,,,,,,,,,,,
4.37364,7.65E-17,4.88E-07,,,,,,,,,,,,,,,
4.37366,1.23E-16,7.87E-07,,,,,,,,,,,,,,,
4.37368,1.98E-16,1.26E-06,,,,,,,,,,,,,,,
4.3737,3.16E-16,2.02E-06,,,,,,,,,,,,,,,
4.37372,5.04E-16,3.21E-06,,,,,,,,,,,,,,,
4.37374,7.97E-16,5.09E-06,,,,,,,,,,,,,,,
4.37376,1.25E-15,8.01E-06,,,,,,,,,,,,,,,
4.37378,1.96E-15,1.25E-05,,,,,,,,,,,,,,,
4.3738,3.04E-15,1.94E-05,,,,,,,,,,,,,,,
4.37382,4.69E-15,2.99E-05,,,,,,,,,,,,,,,
4.37384,7.17E-15,4.57E-05,,,,,,,,,,,,,,,
4.37386,1.09E-14,6.92E-05,,,,,,,,,,,,,,,
4.37388,1.63E-14,1.04E-04,,,,,,,,,,,,,,,
4.3739,2.42E-14,1.54E-04,,,,,,,,,,,,,,,
4.37392,3.56E-14,2.27E-04,,,,,,,,,,,,,,,
4.37394,5.19E-14,3.31E-04,,,,,,,,,,,,,,,
4.37396,7.48E-14,4.78E-04,,,,,,,,,,,,,,,
4.37398,1.07E-13,6.82E-04,,,,,,,,,,,,,,,
4.374,1.51E-13,9.62E-04,,,,,,,,,,,,,,,
4.37402,2.11E-13,1.34E-03,,,,,,,,,,,,,,,
4.37404,2.91E-13,1.86E-03,,,,,,,,,,,,,,,
4.37406,3.97E-13,2.53E-03,,,,,,,,,,,,,,,
4.37408,5.36E-13,3.42E-03,,,,,,,,,,,,,,,
4.3741,7.16E-13,4.57E-03,,,,,,,,,,,,,,,
4.37412,9.46E-13,6.04E-03,,,,,,,,,,,,,,,
4.37414,1.24E-12,7.88E-03,,,,,,,,,,,,,,,
4.37416,1.59E-12,1.02E-02,,,,,,,,,,,,,,,
4.37418,2.04E-12,1.30E-02,,,,,,,,,,,,,,,
4.3742,2.57E-12,1.64E-02,,,,,,,,,,,,,,,
4.37422,3.20E-12,2.04E-02,,,,,,,,,,,,,,,
4.37424,3.95E-12,2.52E-02,,,,,,,,,,,,,,,
4.37426,4.81E-12,3.07E-02,,,,,,,,,,,,,,,
4.37428,5.80E-12,3.70E-02,,,,,,,,,,,,,,,
4.3743,6.91E-12,4.41E-02,,,,,,,,,,,,,,,
4.37432,8.13E-12,5.19E-02,,,,,,,,,,,,,,,
4.37434,9.47E-12,6.04E-02,,,,,,,,,,,,,,,
4.37436,1.09E-11,6.95E-02,,,,,,,,,,,,,,,
4.37438,1.24E-11,7.91E-02,,,,,,,,,,,,,,,
4.3744,1.39E-11,8.89E-02,,,,,,,,,,,,,,,
4.37442,1.55E-11,9.88E-02,,,,,,,,,,,,,,,
4.37444,1.70E-11,1.08E-01,,,,,,,,,,,,,,,
4.37446,1.85E-11,1.18E-01,,,,,,,,,,,,,,,
4.37448,1.98E-11,1.26E-01,,,,,,,,,,,,,,,
4.3745,2.10E-11,1.34E-01,,,,,,,,,,,,,,,
4.37452,2.20E-11,1.41E-01,,,,,,,,,,,,,,,
4.37454,2.28E-11,1.46E-01,,,,,,,,,,,,,,,
4.37456,2.34E-11,1.49E-01,,,,,,,,,,,,,,,
4.37458,2.37E-11,1.51E-01,,,,,,,,,,,,,,,
4.3746,2.37E-11,1.52E-01,,,,,,,,,,,,,,,
4.37462,2.35E-11,1.50E-01,,,,,,,,,,,,,,,
4.37464,2.30E-11,1.47E-01,,,,,,,,,,,,,,,
4.37466,2.22E-11,1.42E-01,,,,,,,,,,,,,,,
4.37468,2.12E-11,1.36E-01,,,,,,,,,,,,,,,
4.3747,2.01E-11,1.28E-01,,,,,,,,,,,,,,,
4.37472,1.87E-11,1.20E-01,,,,,,,,,,,,,,,
4.37474,1.73E-11,1.10E-01,,,,,,,,,,,,,,,
4.37476,1.58E-11,1.01E-01,,,,,,,,,,,,,,,
4.37478,1.42E-11,9.10E-02,,,,,,,,,,,,,,,
4.3748,1.27E-11,8.11E-02,,,,,,,,,,,,,,,
4.37482,1.12E-11,7.15E-02,,,,,,,,,,,,,,,
4.37484,9.76E-12,6.23E-02,,,,,,,,,,,,,,,
4.37486,8.40E-12,5.36E-02,,,,,,,,,,,,,,,
4.37488,7.15E-12,4.57E-02,,,,,,,,,,,,,,,
4.3749,6.02E-12,3.84E-02,,,,,,,,,,,,,,,
4.37492,5.01E-12,3.20E-02,,,,,,,,,,,,,,,
4.37494,4.12E-12,2.63E-02,,,,,,,,,,,,,,,
4.37496,3.35E-12,2.14E-02,,,,,,,,,,,,,,,
4.37498,2.69E-12,1.72E-02,,,,,,,,,,,,,,,
4.375,2.13E-12,1.36E-02,,,,,,,,,,,,,,,
4.37502,1.68E-12,1.07E-02,,,,,,,,,,,,,,,
4.37504,1.30E-12,8.30E-03,,,,,,,,,,,,,,,
4.37506,9.97E-13,6.37E-03,,,,,,,,,,,,,,,
4.37508,7.56E-13,4.83E-03,,,,,,,,,,,,,,,
4.3751,5.66E-13,3.62E-03,,,,,,,,,,,,,,,
4.37512,4.20E-13,2.68E-03,,,,,,,,,,,,,,,
4.37514,3.07E-13,1.96E-03,,,,,,,,,,,,,,,
4.37516,2.22E-13,1.42E-03,,,,,,,,,,,,,,,
4.37518,1.59E-13,1.02E-03,,,,,,,,,,,,,,,
4.3752,1.13E-13,7.19E-04,,,,,,,,,,,,,,,
4.37522,7.87E-14,5.03E-04,,,,,,,,,,,,,,,
4.37524,5.44E-14,3.47E-04,,,,,,,,,,,,,,,
4.37526,3.72E-14,2.37E-04,,,,,,,,,,,,,,,
4.37528,2.51E-14,1.60E-04,,,,,,,,,,,,,,,
4.3753,1.67E-14,1.07E-04,,,,,,,,,,,,,,,
4.37532,1.10E-14,7.06E-05,,,,,,,,,,,,,,,
4.37534,7.21E-15,4.60E-05,,,,,,,,,,,,,,,
4.37536,4.65E-15,2.97E-05,,,,,,,,,,,,,,,
4.37538,2.96E-15,1.89E-05,,,,,,,,,,,,,,,
4.3754,1.87E-15,1.19E-05,,,,,,,,,,,,,,,
4.37542,1.16E-15,7.42E-06,,,,,,,,,,,,,,,
4.37544,7.15E-16,4.57E-06,,,,,,,,,,,,,,,
4.37546,4.35E-16,2.78E-06,,,,,,,,,,,,,,,
4.37548,2.62E-16,1.67E-06,,,,,,,,,,,,,,,
4.3755,1.56E-16,9.95E-07,,,,,,,,,,,,,,,
4.37552,9.18E-17,5.86E-07,,,,,,,,,,,,,,,
4.37554,5.37E-17,3.43E-07,,,,,,,,,,,,,,,
4.37556,3.15E-17,2.01E-07,,,,,,,,,,,,,,,
4.37558,1.89E-17,1.20E-07,,,,,,,,,,,,,,,
4.3756,1.22E-17,7.77E-08,,,,,,,,,,,,,,,
4.37562,9.19E-18,5.87E-08,,,,,,,,,,,,,,,
4.37564,8.78E-18,5.61E-08,,,,,,,,,,,,,,,
4.37566,1.04E-17,6.66E-08,,,,,,,,,,,,,,,
4.37568,1.41E-17,8.99E-08,,,,,,,,,,,,,,,
4.3757,2.00E-17,1.28E-07,,,,,,,,,,,,,,,
4.37572,2.89E-17,1.84E-07,,,,,,,,,,,,,,,
4.37574,4.16E-17,2.65E-07,,,,,,,,,,,,,,,
4.37576,5.93E-17,3.79E-07,,,,,,,,,,,,,,,
4.37578,8.38E-17,5.35E-07,,,,,,,,,,,,,,,
4.3758,1.17E-16,7.47E-07,,,,,,,,,,,,,,,
4.37582,1.62E-16,1.03E-06,,,,,,,,,,,,,,,
4.37584,2.20E-16,1.41E-06,,,,,,,,,,,,,,,
4.37586,2.97E-16,1.90E-06,,,,,,,,,,,,,,,
4.37588,3.97E-16,2.53E-06,,,,,,,,,,,,,,,
4.3759,5.23E-16,3.34E-06,,,,,,,,,,,,,,,
4.37592,6.82E-16,4.35E-06,,,,,,,,,,,,,,,
4.37594,8.78E-16,5.61E-06,,,,,,,,,,,,,,,
4.37596,1.12E-15,7.14E-06,,,,,,,,,,,,,,,
4.37598,1.41E-15,8.99E-06,,,,,,,,,,,,,,,
4.376,1.75E-15,1.12E-05,,,,,,,,,,,,,,,
4.37602,2.15E-15,1.38E-05,,,,,,,,,,,,,,,
4.37604,2.62E-15,1.67E-05,,,,,,,,,,,,,,,
4.37606,3.14E-15,2.01E-05,,,,,,,,,,,,,,,
4.37608,3.73E-15,2.39E-05,,,,,,,,,,,,,,,
4.3761,4.39E-15,2.80E-05,,,,,,,,,,,,,,,
4.37612,5.09E-15,3.25E-05,,,,,,,,,,,,,,,
4.37614,5.84E-15,3.73E-05,,,,,,,,,,,,,,,
4.37616,6.62E-15,4.23E-05,,,,,,,,,,,,,,,
4.37618,7.42E-15,4.74E-05,,,,,,,,,,,,,,,
4.3762,8.22E-15,5.25E-05,,,,,,,,,,,,,,,
4.37622,9.01E-15,5.75E-05,,,,,,,,,,,,,,,
4.37624,9.75E-15,6.23E-05,,,,,,,,,,,,,,,
4.37626,1.04E-14,6.67E-05,,,,,,,,,,,,,,,
4.37628,1.10E-14,7.05E-05,,,,,,,,,,,,,,,
4.3763,1.15E-14,7.37E-05,,,,,,,,,,,,,,,
4.37632,1.19E-14,7.62E-05,,,,,,,,,,,,,,,
4.37634,1.22E-14,7.79E-05,,,,,,,,,,,,,,,
4.37636,1.23E-14,7.87E-05,,,,,,,,,,,,,,,
4.37638,1.23E-14,7.85E-05,,,,,,,,,,,,,,,
4.3764,1.21E-14,7.75E-05,,,,,,,,,,,,,,,
4.37642,1.18E-14,7.56E-05,,,,,,,,,,,,,,,
4.37644,1.14E-14,7.29E-05,,,,,,,,,,,,,,,
4.37646,1.09E-14,6.95E-05,,,,,,,,,,,,,,,
4.37648,1.02E-14,6.55E-05,,,,,,,,,,,,,,,
4.3765,9.54E-15,6.10E-05,,,,,,,,,,,,,,,
4.37652,8.78E-15,5.61E-05,,,,,,,,,,,,,,,
4.37654,7.99E-15,5.11E-05,,,,,,,,,,,,,,,
4.37656,7.19E-15,4.59E-05,,,,,,,,,,,,,,,
4.37658,6.39E-15,4.09E-05,,,,,,,,,,,,,,,
4.3766,5.62E-15,3.59E-05,,,,,,,,,,,,,,,
4.37662,4.88E-15,3.12E-05,,,,,,,,,,,,,,,
4.37664,4.19E-15,2.68E-05,,,,,,,,,,,,,,,
4.37666,3.56E-15,2.27E-05,,,,,,,,,,,,,,,
4.37668,2.99E-15,1.91E-05,,,,,,,,,,,,,,,
4.3767,2.48E-15,1.58E-05,,,,,,,,,,,,,,,
4.37672,2.03E-15,1.30E-05,,,,,,,,,,,,,,,
4.37674,1.65E-15,1.05E-05,,,,,,,,,,,,,,,
4.37676,1.32E-15,8.43E-06,,,,,,,,,,,,,,,
4.37678,1.04E-15,6.68E-06,,,,,,,,,,,,,,,
4.3768,8.18E-16,5.23E-06,,,,,,,,,,,,,,,
4.37682,6.33E-16,4.05E-06,,,,,,,,,,,,,,,
4.37684,4.84E-16,3.09E-06,,,,,,,,,,,,,,,
4.37686,3.66E-16,2.34E-06,,,,,,,,,,,,,,,
4.37688,2.74E-16,1.75E-06,,,,,,,,,,,,,,,
4.3769,2.02E-16,1.29E-06,,,,,,,,,,,,,,,
4.37692,1.48E-16,9.44E-07,,,,,,,,,,,,,,,
4.37694,1.07E-16,6.81E-07,,,,,,,,,,,,,,,
4.37696,7.61E-17,4.86E-07,,,,,,,,,,,,,,,
4.37698,5.37E-17,3.43E-07,,,,,,,,,,,,,,,
4.377,3.74E-17,2.39E-07,,,,,,,,,,,,,,,
4.37702,2.58E-17,1.65E-07,,,,,,,,,,,,,,,
4.37704,1.76E-17,1.12E-07,,,,,,,,,,,,,,,
4.37706,1.18E-17,7.57E-08,,,,,,,,,,,,,,,
4.37708,7.89E-18,5.04E-08,,,,,,,,,,,,,,,
4.3771,5.19E-18,3.32E-08,,,,,,,,,,,,,,,
4.37712,3.39E-18,2.16E-08,,,,,,,,,,,,,,,
4.37714,2.20E-18,1.40E-08,,,,,,,,,,,,,,,
4.37716,1.43E-18,9.13E-09,,,,,,,,,,,,,,,
4.37718,9.65E-19,6.17E-09,,,,,,,,,,,,,,,
4.3772,7.30E-19,4.66E-09,,,,,,,,,,,,,,,
4.37722,6.99E-19,4.47E-09,,,,,,,,,,,,,,,
4.37724,9.02E-19,5.76E-09,,,,,,,,,,,,,,,
4.37726,1.44E-18,9.21E-09,,,,,,,,,,,,,,,
4.37728,2.53E-18,1.61E-08,,,,,,,,,,,,,,,
4.3773,4.56E-18,2.91E-08,,,,,,,,,,,,,,,
4.37732,8.23E-18,5.26E-08,,,,,,,,,,,,,,,
4.37734,1.48E-17,9.43E-08,,,,,,,,,,,,,,,
4.37736,2.62E-17,1.67E-07,,,,,,,,,,,,,,,
4.37738,4.60E-17,2.94E-07,,,,,,,,,,,,,,,
4.3774,7.98E-17,5.10E-07,,,,,,,,,,,,,,,
4.37742,1.37E-16,8.75E-07,,,,,,,,,,,,,,,
4.37744,2.32E-16,1.48E-06,,,,,,,,,,,,,,,
4.37746,3.89E-16,2.49E-06,,,,,,,,,,,,,,,
4.37748,6.44E-16,4.12E-06,,,,,,,,,,,,,,,
4.3775,1.06E-15,6.74E-06,,,,,,,,,,,,,,,
4.37752,1.71E-15,1.09E-05,,,,,,,,,,,,,,,
4.37754,2.73E-15,1.75E-05,,,,,,,,,,,,,,,
4.37756,4.32E-15,2.76E-05,,,,,,,,,,,,,,,
4.37758,6.76E-15,4.32E-05,,,,,,,,,,,,,,,
